Method,Name,Error,Occurrences
GET,/cpu_fixed,CatchResponseError('Status code: 0'),1758
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5000) at 0x1515b9d8ad0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5000) at 0x1515b763fe0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectionRefusedError(10061, '[WinError 10061] Подключение не установлено, т.к. конечный компьютер отверг запрос на подключение.')",3
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5000) at 0x1515b761910>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5000) at 0x1515ba81310>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5000) at 0x1515ba59370>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5000) at 0x1515b790680>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/cpu?n=15000000,CatchResponseError('Status code: 0'),1745
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5000) at 0x1515ba5ba10>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5000) at 0x1515b762000>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5000) at 0x1515b760590>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5000) at 0x1515ba5a6f0>, 'Connection to localhost timed out. (connect timeout=2)')",1
